0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
2659.0,0.0,0.0,0.0,0.0,9.0,79.75,0.0,0.025,0.0,0.0,9.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,8.86111111111111,0.0
873.0,3.0,49.2,0.0,0.0,17.0,300.766667,0.004762,0.022222,0.0,0.0,4.0,3.0,3.0,6.0,7.0,2.0,0.0,16.400000000000002,0.0,17.69215688235294,0.0
7178.0,1.0,58.5,0.0,0.0,23.0,1033.0,0.008333,0.0375,0.0,0.0,9.0,1.0,10.0,6.0,4.0,2.0,0.0,58.5,0.0,44.91304347826087,0.0
7053.0,0.0,0.0,0.0,0.0,5.0,102.0,0.0,0.01,0.0,0.0,2.0,1.0,10.0,4.0,7.0,2.0,0.0,0.0,0.0,20.4,0.0
5051.0,2.0,27.375,0.0,0.0,39.0,1157.416667,0.010833,0.045714,0.0,0.0,9.0,1.0,10.0,2.0,8.0,2.0,1.0,13.6875,0.0,29.677350435897434,0.0
2223.0,1.0,85.0,0.0,0.0,14.0,306.5,0.0,0.004444,0.0,0.0,1.0,1.0,10.0,6.0,4.0,2.0,0.0,85.0,0.0,21.892857142857142,0.0
2419.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,8.0,1.0,10.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
510.0,1.0,154.5,0.0,0.0,9.0,308.333333,0.0,0.0125,0.0,0.0,8.0,3.0,10.0,5.0,5.0,2.0,1.0,154.5,0.0,34.25925922222222,0.0
7205.0,0.0,0.0,0.0,0.0,2.0,54.0,0.05,0.15,0.0,0.0,2.0,3.0,3.0,0.0,8.0,2.0,0.0,0.0,0.0,27.0,0.0
1543.0,0.0,0.0,0.0,0.0,13.0,173.25,0.046154,0.061538,0.0,0.0,9.0,1.0,10.0,6.0,8.0,2.0,0.0,0.0,0.0,13.326923076923077,0.0
3035.0,0.0,0.0,0.0,0.0,2.0,135.0,0.0,0.1,0.0,0.0,1.0,3.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,67.5,0.0
7648.0,2.0,45.5,0.0,0.0,22.0,535.0,0.0,0.025,9.65025,0.0,8.0,1.0,10.0,6.0,15.0,2.0,1.0,22.75,0.0,24.318181818181817,1.0
1175.0,0.0,0.0,2.0,6.0,1.0,25.0,0.0,0.066667,0.0,1.0,2.0,5.0,10.0,0.0,4.0,2.0,1.0,0.0,3.0,25.0,0.0
7043.0,0.0,0.0,0.0,0.0,4.0,36.5,0.0,0.05,0.0,0.0,1.0,1.0,10.0,3.0,8.0,2.0,0.0,0.0,0.0,9.125,0.0
143.0,0.0,0.0,0.0,0.0,14.0,158.5,0.0,0.028571,0.0,0.0,2.0,1.0,10.0,1.0,2.0,2.0,1.0,0.0,0.0,11.321428571428571,0.0
6416.0,11.0,194.575,0.0,0.0,81.0,2126.077501,0.011728,0.021291,0.0,0.0,8.0,5.0,10.0,0.0,4.0,2.0,1.0,17.688636363636363,0.0,26.24787038271605,0.0
1668.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3.0,1.0,10.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0
3012.0,0.0,0.0,1.0,21.0,15.0,498.5,0.0,0.026667,32.1908,0.0,2.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,21.0,33.233333333333334,1.0
8278.0,3.0,61.0,4.0,31.0,1.0,43.0,0.0,0.025,0.0,0.0,9.0,4.0,5.0,4.0,18.0,0.0,0.0,20.333333333333332,7.75,43.0,0.0
1064.0,11.0,211.033333,3.0,173.233333,62.0,1340.676667,0.000391,0.019726,17.42324,0.0,5.0,1.0,10.0,3.0,4.0,2.0,0.0,19.184848454545456,57.74444433333333,21.62381720967742,0.0
3320.0,6.0,86.5,1.0,2.0,39.0,1050.708333,0.021163,0.018042,13.402983,0.0,2.0,5.0,10.0,1.0,12.0,2.0,0.0,14.416666666666666,2.0,26.94123930769231,1.0
5778.0,6.0,80.5,1.0,10.066667,23.0,477.7,0.0,0.007143,0.0,0.0,4.0,0.0,10.0,3.0,4.0,1.0,1.0,13.416666666666666,10.066667,20.769565217391303,0.0
4558.0,0.0,0.0,0.0,0.0,9.0,127.5,0.0,0.022222,0.0,0.0,2.0,1.0,6.0,5.0,15.0,2.0,0.0,0.0,0.0,14.166666666666666,0.0
6155.0,0.0,0.0,0.0,0.0,5.0,54.5,0.0,0.04,0.0,0.0,9.0,1.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,10.9,0.0
8173.0,2.0,10.666667,0.0,0.0,34.0,541.5,0.017143,0.033524,0.0,0.0,2.0,5.0,10.0,2.0,14.0,2.0,0.0,5.3333335,0.0,15.926470588235293,0.0
5662.0,0.0,0.0,0.0,0.0,10.0,1186.6,0.02,0.08,0.0,0.0,5.0,1.0,7.0,0.0,12.0,2.0,0.0,0.0,0.0,118.66,0.0
7896.0,2.0,6.0,1.0,35.0,12.0,240.0,0.014286,0.042857,0.0,0.0,1.0,1.0,10.0,3.0,5.0,2.0,0.0,3.0,35.0,20.0,0.0
8052.0,0.0,0.0,0.0,0.0,12.0,599.613333,0.0,0.020833,0.0,0.0,8.0,1.0,10.0,2.0,18.0,2.0,1.0,0.0,0.0,49.96777775,0.0
7108.0,1.0,15.2,2.0,55.4,52.0,3019.805397,0.0,0.002725,0.0,0.0,8.0,1.0,8.0,0.0,8.0,2.0,0.0,15.2,27.7,58.07318071153846,0.0
8061.0,0.0,0.0,0.0,0.0,8.0,111.666667,0.0,0.025,0.0,0.0,1.0,1.0,10.0,0.0,8.0,2.0,0.0,0.0,0.0,13.958333375,0.0
2591.0,4.0,122.5,0.0,0.0,66.0,1706.712281,0.0,0.009573,0.0,0.0,2.0,1.0,10.0,0.0,7.0,2.0,0.0,30.625,0.0,25.859276984848485,0.0
1746.0,16.0,825.940018,1.0,120.8,109.0,2110.422354,0.005178,0.014937,2.491316,0.0,5.0,1.0,10.0,3.0,8.0,2.0,0.0,51.621251125,120.8,19.361672972477063,0.0
3216.0,0.0,0.0,0.0,0.0,3.0,190.0,0.033333,0.1,0.0,0.0,1.0,1.0,10.0,2.0,8.0,2.0,0.0,0.0,0.0,63.333333333333336,0.0
2029.0,3.0,29.0,0.0,0.0,57.0,1191.8875,0.019298,0.030733,0.0,0.0,8.0,1.0,10.0,0.0,4.0,2.0,1.0,9.666666666666666,0.0,20.91030701754386,0.0
8526.0,0.0,0.0,0.0,0.0,15.0,865.0,0.026667,0.04,57.584,0.0,2.0,1.0,10.0,0.0,7.0,2.0,0.0,0.0,0.0,57.666666666666664,0.0
3132.0,0.0,0.0,0.0,0.0,4.0,113.5,0.026667,0.046667,0.0,0.8,2.0,1.0,10.0,5.0,7.0,2.0,0.0,0.0,0.0,28.375,0.0
4103.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2.0,1.0,10.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0
6432.0,5.0,248.921429,0.0,0.0,131.0,6225.988835,0.003562,0.025012,7.963976,0.0,8.0,1.0,10.0,5.0,4.0,2.0,1.0,49.7842858,0.0,47.526632328244276,1.0
2724.0,1.0,174.0,0.0,0.0,9.0,272.0,0.013333,0.073333,0.0,0.0,2.0,3.0,3.0,6.0,7.0,2.0,0.0,174.0,0.0,30.22222222222222,0.0
3704.0,9.0,57.958333,0.0,0.0,32.0,498.2,0.0,0.010676,27.61403,0.0,8.0,1.0,10.0,0.0,4.0,2.0,0.0,6.439814777777778,0.0,15.56875,0.0
1223.0,0.0,0.0,0.0,0.0,60.0,2606.779545,0.006667,0.021944,0.0,0.0,9.0,1.0,10.0,6.0,4.0,2.0,0.0,0.0,0.0,43.44632575,0.0
8794.0,2.0,55.0,0.0,0.0,46.0,1425.75,0.008889,0.029259,0.0,0.4,2.0,3.0,3.0,3.0,6.0,2.0,0.0,27.5,0.0,30.994565217391305,0.0
2109.0,0.0,0.0,0.0,0.0,10.0,274.3,0.0,0.06,0.0,0.0,3.0,1.0,10.0,2.0,12.0,2.0,0.0,0.0,0.0,27.43,0.0
4749.0,0.0,0.0,0.0,0.0,4.0,6.0,0.1,0.15,0.0,0.2,2.0,1.0,10.0,6.0,14.0,2.0,0.0,0.0,0.0,1.5,0.0
8076.0,1.0,5.0,0.0,0.0,31.0,1263.9,0.0,0.009111,0.0,0.0,9.0,1.0,10.0,3.0,4.0,2.0,0.0,5.0,0.0,40.770967741935486,0.0
3354.0,0.0,0.0,1.0,0.0,13.0,1297.25,0.028571,0.064286,0.0,0.0,9.0,3.0,11.0,6.0,8.0,2.0,1.0,0.0,0.0,99.78846153846153,0.0
4330.0,2.0,216.6,0.0,0.0,36.0,937.865349,0.040351,0.069414,0.0,0.0,7.0,5.0,10.0,1.0,8.0,2.0,1.0,108.3,0.0,26.05181525,0.0
6925.0,1.0,73.0,0.0,0.0,23.0,1280.45,0.0,0.008696,36.546804,0.0,9.0,1.0,1.0,0.0,4.0,1.0,0.0,73.0,0.0,55.67173913043479,1.0
3238.0,7.0,290.666667,0.0,0.0,35.0,1384.533333,0.001754,0.016886,12.685832,0.0,2.0,1.0,10.0,5.0,4.0,2.0,1.0,41.52380957142857,0.0,39.55809522857143,0.0
2598.0,5.0,271.75,1.0,0.0,40.0,675.202099,0.015,0.019412,0.0,0.0,7.0,1.0,10.0,6.0,4.0,2.0,0.0,54.35,0.0,16.880052475,0.0
6725.0,7.0,397.630952,1.0,88.5,107.0,6449.457197,0.010354,0.031511,5.391767,0.0,8.0,1.0,10.0,4.0,8.0,2.0,0.0,56.80442171428571,88.5,60.27530090654205,1.0
1696.0,8.0,102.0,0.0,0.0,83.0,1495.580952,0.0,0.002299,82.123678,0.0,2.0,0.0,3.0,3.0,7.0,1.0,1.0,12.75,0.0,18.019047614457833,1.0
8833.0,2.0,38.0,0.0,0.0,3.0,33.333333,0.0,0.030556,0.0,0.0,8.0,1.0,10.0,7.0,5.0,2.0,0.0,19.0,0.0,11.111111000000001,1.0
988.0,1.0,30.0,0.0,0.0,16.0,597.6,0.0,0.0125,0.0,0.0,1.0,3.0,3.0,6.0,4.0,2.0,0.0,30.0,0.0,37.35,0.0
8131.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,9.0,3.0,3.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0
921.0,0.0,0.0,0.0,0.0,42.0,844.58,0.059524,0.085397,0.0,0.0,7.0,5.0,10.0,0.0,12.0,2.0,0.0,0.0,0.0,20.10904761904762,0.0
5266.0,3.0,118.0,0.0,0.0,16.0,859.166667,0.0,0.014815,9.991667,0.0,2.0,5.0,10.0,5.0,4.0,2.0,0.0,39.333333333333336,0.0,53.6979166875,0.0
7063.0,2.0,45.0,2.0,55.5,4.0,77.5,0.0,0.033333,0.0,0.0,2.0,3.0,3.0,5.0,7.0,2.0,1.0,22.5,27.75,19.375,0.0
6873.0,1.0,57.0,3.0,144.0,15.0,280.083333,0.010526,0.021053,0.0,0.0,2.0,5.0,10.0,1.0,7.0,2.0,1.0,57.0,48.0,18.6722222,0.0
5404.0,1.0,90.0,1.0,34.0,57.0,1092.364286,0.0,0.006322,19.115069,0.6,2.0,1.0,10.0,3.0,7.0,2.0,0.0,90.0,34.0,19.164285719298245,1.0
3314.0,0.0,0.0,0.0,0.0,25.0,585.0,0.0,0.016,0.0,0.0,1.0,0.0,3.0,0.0,12.0,2.0,0.0,0.0,0.0,23.4,0.0
4615.0,0.0,0.0,0.0,0.0,37.0,1643.435516,0.005556,0.032271,2.188719,0.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,0.0,0.0,44.41717610810811,1.0
7266.0,6.0,160.0,0.0,0.0,55.0,1707.666667,0.0,0.005357,24.102064,0.0,9.0,1.0,10.0,0.0,4.0,1.0,0.0,26.666666666666668,0.0,31.048484854545453,1.0
2524.0,9.0,164.583333,1.0,0.0,76.0,3580.333333,0.004819,0.020522,12.207801,0.0,8.0,0.0,3.0,0.0,8.0,2.0,0.0,18.287037,0.0,47.10964911842105,0.0
4639.0,2.0,127.0,0.0,0.0,19.0,1431.666667,0.0,0.01,0.0,0.2,2.0,1.0,10.0,2.0,4.0,2.0,0.0,63.5,0.0,75.35087721052632,0.0
5469.0,12.0,152.75,1.0,0.0,219.0,7044.064508,0.003312,0.015736,11.657984,0.0,8.0,1.0,10.0,0.0,8.0,2.0,0.0,12.729166666666666,0.0,32.16467811872146,1.0
6785.0,2.0,28.2,1.0,0.0,114.0,3161.074762,0.017699,0.042576,0.0,0.0,5.0,1.0,10.0,5.0,8.0,2.0,0.0,14.1,0.0,27.72872598245614,0.0
3494.0,0.0,0.0,0.0,0.0,16.0,219.55,0.0,0.014583,0.0,0.0,8.0,0.0,3.0,0.0,18.0,2.0,0.0,0.0,0.0,13.721875,0.0
8222.0,7.0,190.583333,2.0,1131.0,46.0,5492.366667,0.019091,0.043948,8.567143,0.0,2.0,1.0,8.0,1.0,2.0,2.0,0.0,27.22619042857143,565.5,119.39927536956522,0.0
3152.0,5.0,150.2,2.0,20.0,22.0,392.6,0.028,0.06,0.0,0.0,7.0,1.0,10.0,3.0,12.0,2.0,0.0,30.04,10.0,17.845454545454547,0.0
245.0,2.0,50.5,1.0,7.0,27.0,916.922222,0.0,0.009677,0.0,0.0,8.0,3.0,10.0,0.0,11.0,1.0,1.0,25.25,7.0,33.9600822962963,1.0
8298.0,0.0,0.0,0.0,0.0,5.0,126.083333,0.04,0.053333,0.0,0.0,8.0,5.0,10.0,3.0,14.0,2.0,0.0,0.0,0.0,25.2166666,0.0
4687.0,3.0,258.0,2.0,34.625,25.0,1364.8125,0.029762,0.035714,3.186935,0.0,9.0,3.0,3.0,6.0,5.0,2.0,1.0,86.0,17.3125,54.5925,0.0
4760.0,1.0,46.4,0.0,0.0,2.0,689.1,0.0,0.016667,0.0,0.0,5.0,3.0,3.0,0.0,3.0,1.0,0.0,46.4,0.0,344.55,1.0
3034.0,2.0,42.5,0.0,0.0,48.0,970.419264,0.008571,0.025088,5.540025,0.6,2.0,1.0,10.0,2.0,7.0,2.0,0.0,21.25,0.0,20.217068,1.0
7870.0,1.0,52.5,0.0,0.0,19.0,812.875,0.0,0.003333,0.0,0.0,8.0,5.0,9.0,8.0,15.0,2.0,1.0,52.5,0.0,42.7828947368421,0.0
8227.0,4.0,115.333333,0.0,0.0,64.0,1588.944444,0.003077,0.009214,0.0,0.0,1.0,1.0,10.0,0.0,8.0,2.0,0.0,28.83333325,0.0,24.8272569375,0.0
685.0,5.0,74.6,3.0,43.4,67.0,1207.653333,0.020833,0.047826,0.0,0.0,5.0,1.0,10.0,1.0,8.0,2.0,0.0,14.919999999999998,14.466666666666667,18.024676611940297,0.0
4743.0,0.0,0.0,0.0,0.0,54.0,1357.61783,0.0,0.004812,0.0,0.0,1.0,1.0,10.0,5.0,4.0,2.0,1.0,0.0,0.0,25.141070925925924,0.0
1927.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2.0,5.0,10.0,4.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0
1417.0,5.0,55.5,0.0,0.0,12.0,1076.5,0.0,0.011765,0.0,0.0,1.0,1.0,10.0,0.0,4.0,1.0,0.0,11.1,0.0,89.70833333333333,0.0
8771.0,8.0,451.283613,10.0,961.45,131.0,2460.323686,0.003082,0.021249,2.325664,0.0,8.0,1.0,10.0,6.0,12.0,2.0,0.0,56.410451625,96.14500000000001,18.78109683969466,1.0
4567.0,1.0,12.0,0.0,0.0,63.0,2138.383333,0.0,0.012283,0.0,0.0,9.0,1.0,10.0,3.0,8.0,2.0,0.0,12.0,0.0,33.94259258730159,0.0
6331.0,10.0,60.7,1.0,110.25,75.0,1585.60873,0.005063,0.021603,0.0,0.0,9.0,1.0,10.0,2.0,8.0,2.0,0.0,6.07,110.25,21.14144973333333,0.0
7549.0,0.0,0.0,0.0,0.0,24.0,1884.7,0.032,0.068,0.0,0.0,6.0,1.0,10.0,2.0,14.0,2.0,0.0,0.0,0.0,78.52916666666667,0.0
589.0,6.0,89.466667,1.0,32.0,81.0,1141.061905,0.001605,0.00481,27.899775,0.0,2.0,0.0,10.0,1.0,12.0,2.0,1.0,14.911111166666666,32.0,14.087184012345679,0.0
957.0,0.0,0.0,0.0,0.0,6.0,306.25,0.053571,0.052593,0.0,0.0,8.0,5.0,10.0,0.0,14.0,2.0,0.0,0.0,0.0,51.041666666666664,0.0
2277.0,0.0,0.0,0.0,0.0,41.0,419.0,0.013008,0.034959,0.0,0.0,1.0,1.0,10.0,0.0,12.0,2.0,0.0,0.0,0.0,10.21951219512195,0.0
6611.0,0.0,0.0,0.0,0.0,3.0,60.0,0.0,0.066667,0.0,0.0,2.0,1.0,10.0,3.0,4.0,2.0,1.0,0.0,0.0,20.0,0.0
776.0,0.0,0.0,2.0,76.6,377.0,11729.40804,0.032877,0.045246,0.0,0.0,4.0,5.0,10.0,0.0,12.0,2.0,0.0,0.0,38.3,31.112488169761274,0.0
8783.0,7.0,156.716667,0.0,0.0,52.0,2335.064286,0.007143,0.010564,0.0,0.0,1.0,5.0,10.0,0.0,4.0,2.0,0.0,22.388095285714286,0.0,44.90508242307692,0.0
8971.0,2.0,32.2,0.0,0.0,11.0,222.5,0.0,0.015385,0.0,0.0,5.0,1.0,10.0,0.0,7.0,2.0,1.0,16.1,0.0,20.227272727272727,1.0
5549.0,0.0,0.0,0.0,0.0,22.0,2464.9,0.00303,0.051515,0.0,0.8,2.0,1.0,10.0,1.0,8.0,2.0,0.0,0.0,0.0,112.0409090909091,0.0
2321.0,7.0,77.5,0.0,0.0,14.0,192.933333,0.0,0.013333,0.0,0.0,1.0,1.0,10.0,0.0,8.0,2.0,0.0,11.071428571428571,0.0,13.780952357142857,0.0
8898.0,10.0,89.98,0.0,0.0,96.0,1304.973333,0.003922,0.00831,6.175932,0.0,7.0,1.0,10.0,0.0,12.0,2.0,0.0,8.998000000000001,0.0,13.59347221875,0.0
1784.0,0.0,0.0,0.0,0.0,3.0,181.0,0.066667,0.1,0.0,0.0,9.0,1.0,10.0,6.0,4.0,2.0,0.0,0.0,0.0,60.333333333333336,0.0
370.0,0.0,0.0,0.0,0.0,17.0,349.375,0.0125,0.01875,0.0,0.0,8.0,5.0,10.0,4.0,18.0,2.0,0.0,0.0,0.0,20.551470588235293,0.0
8116.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,2.0,1.0,10.0,5.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0
7187.0,0.0,0.0,0.0,0.0,5.0,151.2,0.0,0.053333,0.0,0.8,2.0,6.0,3.0,6.0,8.0,2.0,0.0,0.0,0.0,30.24,0.0
4484.0,0.0,0.0,0.0,0.0,6.0,226.0,0.0,0.04,0.0,0.0,1.0,1.0,10.0,0.0,4.0,2.0,0.0,0.0,0.0,37.666666666666664,0.0
568.0,0.0,0.0,0.0,0.0,36.0,1083.75163,0.006667,0.011684,0.0,0.0,3.0,3.0,3.0,6.0,4.0,2.0,0.0,0.0,0.0,30.104211944444444,0.0
5525.0,9.0,71.2,2.0,72.125,23.0,1061.816667,0.0,0.022917,6.064426,0.0,8.0,1.0,10.0,4.0,4.0,2.0,1.0,7.911111111111111,36.0625,46.16594204347826,0.0
2441.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,1.0,1.0,7.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0
5263.0,10.0,198.243056,3.0,276.25,151.0,4344.919986,0.002532,0.011966,0.0,0.0,9.0,0.0,10.0,2.0,4.0,2.0,0.0,19.8243056,92.08333333333333,28.774304543046355,0.0
1139.0,0.0,0.0,2.0,7.0,11.0,192.75,0.0,0.034615,0.0,0.6,2.0,1.0,10.0,0.0,12.0,2.0,0.0,0.0,3.5,17.522727272727273,0.0
4185.0,1.0,113.0,0.0,0.0,13.0,935.0,0.0,0.027273,0.0,0.6,2.0,3.0,3.0,0.0,4.0,1.0,0.0,113.0,0.0,71.92307692307692,0.0
6353.0,2.0,84.0,0.0,0.0,30.0,597.633053,0.006667,0.005926,0.0,0.0,8.0,3.0,11.0,0.0,15.0,2.0,1.0,42.0,0.0,19.921101766666666,0.0
7067.0,4.0,68.5,0.0,0.0,152.0,5426.823764,0.005229,0.018757,0.0,0.0,8.0,1.0,10.0,2.0,5.0,2.0,0.0,17.125,0.0,35.70278792105263,0.0
7168.0,12.0,393.266667,0.0,0.0,15.0,366.583333,0.009524,0.01381,0.0,0.0,9.0,1.0,1.0,1.0,8.0,1.0,0.0,32.77222225,0.0,24.438888866666666,0.0
8029.0,0.0,0.0,0.0,0.0,4.0,39.2,0.0,0.05,0.0,0.0,8.0,3.0,10.0,0.0,4.0,1.0,0.0,0.0,0.0,9.8,0.0
1987.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,8.0,1.0,1.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0
5506.0,0.0,0.0,0.0,0.0,17.0,1059.575,0.0,0.011765,62.762948,0.0,8.0,1.0,10.0,0.0,4.0,1.0,0.0,0.0,0.0,62.32794117647059,1.0
8240.0,1.0,14.0,0.0,0.0,21.0,334.785714,0.0,0.023333,0.0,0.0,1.0,1.0,10.0,0.0,8.0,2.0,0.0,14.0,0.0,15.942176857142856,0.0
